स्त्रियो,स्त्री
उड़ानों,उड़ान
शताब्‍दी,शताब्दी
ज़रूरी,जरूरी
जिनसे,जो
युवतियां,युवती
लगाएगा,लगा
लगी,लग
कहतीं,कह
ढ़ाँचे,ढाँचा
जलाए,जला
गतिविधियों,गतिविधि
बख्शेंगे,बख्श
"11,500",11500
पहनी,पहन
आख्यानों,आख्यान
नौकाओं,नौका
गिरना,गिर
दोहराते,दोहरा
उभरती,उभर
जोड़ा,जोड
"४,८९८",४
जागती,जाग
खरीदेगी,खरीद
शहरों,शहर
घटने,घट
बिखरने,बिखर
समस्याएं,समस्या
प्रबंधकों,प्रबंधक
विद्वानों,विद्वान
दशकों,दशक
सीज़न,सीजन
जगमगाने,जगमगा
ऑप्शन्स,ऑप्शन
सुनने,सुन
सरकारों,सरकार
सकेगा,सक
विधवाओं,विधवा
झुककर,झुक
पड़ने,पड़
अवसरों,अवसर
रोते,रो
बनवाया,बन
लड़का,लडका
अटे,अट
पहुँचाने,पहुँचा
पचड़े,पचडा
गैसें,गैस
मचे,मच
पढ़ने,पढ
यात्राओं,यात्रा
विश्‍वास,विश्वास
सहयोगियों,सहयोगी
योजनाएं,योजना
जिसने,जो
उपमाएँ,उपमा
स्टोर्स,स्टोर
उतरे,उतर
तमिलों,तमिल
संपादकों,संपादक
बिगाड़ने,बिगाड
स्रोतों,स्रोत
अपनाएगी,अपना
कड़ी,कडी
फसलों,फसल
बनाना,बना
छापे,छाप
सौंपकर,सौंप
सैकड़ों,सैकड़ा
भुलाने,भुला
निर्णयों,निर्णय
लेने,ले
खाई,खा
आदिवासियों,आदिवासी
सरका,सरक
विस्फोटों,विस्फोट
चढ़ाए,चढा
वादों,वादा
छिपाया,छिपा
हक़दार,हकदार
कराया,कर
डिजाइंस,डिजाइन
उभरा,उभर
बीड्स,बीड
कपड़ों,कपडा
उत्सवों,उत्सव
निकाला,निकाल
मनाने,मना
सकीं,सक
रंगों,रंग
चिन्हों,चिन्ह
डूबे,डूब
पहाड़ी,पहाडी
बढ़,बढ
दिखा,दिख
आख़िरकार,आखिरकार
बढ़ा,बढ
भेजना,भेज
मिलकर,मिल
बदलता,बदल
तामझामों,तामझाम
युवाओं,युवा
कर्ताओं,कर्ता
अड़चनों,अड़चन
किसी,कोई
संसाधनों,संसाधन
खोलते,खोल
छुड़ाने,छुडा
संस्थाओं,संस्था
लौटने,लौट
दुकानों,दुकान
पहुंचाए,पहुंचा
आपकी,आप
बनाएंगे,बना
दवाएं,दवा
उमड़ने,उमड
सजाया,सजा
जोड़ा,जोड़
लाएंगे,ला
समझती,समझ
बढ़ा,बढा
फैलने,फैल
छोड़िए,छोड
विचारधाराओं,विचारधारा
पेटियां,पेटी
पेड़ों,पेड़
दिलवाया,दिलवा
लड़कियाँ,लड़की
जाते,जा
आउटलेटों,आउटलेट
देकर,दे
डिशों,डिश
राजनेताओं,राजनेता
चीजें,चीज
भुगतानों,भुगतान
धमकी,धमक
व्यंजनों,व्यंजन
रूठा,रूठ
निभा,निभ
तकनीक़ी,तकनीकी
उच्चाधिकारियों,उच्चाधिकारी
जिप्सियों,जिप्सी
ओढ़ाया,ओढ़ा
निगमों,निगम
मानें,मान
ग्रामीणों,ग्रामीण
बैठाया,बैठा
सरकाया,सरका
रखी,रख
धमकाते,धमका
पलटनें,पलटन
बीतने,बीत
ख़ान,खान
बोगियां,बोगी
फाइलें,फाइल
उम्मीदों,उम्मीद
झुलसते,झुलस
होता,हो
दुर्घटनाओं,दुर्घटना
कामों,काम
सिखाई,सिखा
बुलाई,बुला
राइट्स,राइट
सोसायटियों,सोसायटी
हक़,हक
गिरने,गिर
पंखुड़ियाँ,पंखुडी
ग़रीबों,गरीब
तांत्रिकों,तांत्रिक
दामों,दाम
पौधों,पौधा
निभाई,निभा
नवाजा,नवाज
सम्पूर्ण,संपूर्ण
हैं,है
ग्लोव्स,ग्लोव
कसना,कस
रहकर,रह
हारे,हार
कमाया,कमा
अध्यापकों,अध्यापक
सौंपेगा,सौंप
"३५,०१८",३५०१८
युद्धपीड़ितों,युद्धपीड़ित
अलमारियों,अलमारी
तभी,तब
छिड़ी,छिड
लाने,ला
सौंपने,सौंप
दरों,दर
झुठलाने,झुठला
न्यौता,न्यौत
फौजें,फौज
मतभेदों,मतभेद
हटेंगे,हट
राजमार्गों,राजमार्ग
कीमतों,कीमत
लाभांवितों,लाभांवित
सुनाने,सुना
आंखे,आंख
हज़ार,हजार
हदों,हद
मक़बरा,मकबरा
"१४,०५३",१४०५३
भागकर,भाग
नदियाँ,नदी
सुधारी,सुधार
हिंदुओं,हिंदू
खिलाफ़,खिलाफ
अभ्यासों,अभ्यास
वाई.,वाई
धरोहरों,धरोहर
बत्तियां,बत्ती
हारने,हार
ढोलों,ढोल
जीता,जीत
उभरे,उभर
टुकड़ियाँ,टुकडी
प्रतिमाएं,प्रतिमा
एजंसियां,एजंसी
सकेगी,सक
बाधाओं,बाधा
लीलने,लील
सेंटरों,सेंटर
छेड़ने,छेड
फाइलों,फाइल
साहित्यकारों,साहित्यकार
अस्पतालों,अस्पताल
मालाएं,माला
बैगों,बैग
पीने,पी
छिपाई,छिपा
तोड़ने,तोड़
ग्रंथों,ग्रंथ
बोतलों,बोतल
सुधरेगी,सुधर
"११,१२०",१११२०
नाराज़गी,नाराजगी
जाँचकर्ताओं,जाँचकर्ता
मिलेंगी,मिल
माँगे,मांग
"७,४८०",७
साधे,साध
कर्तव्यों,कर्तव्य
शुभकामनाएं,शुभकामना
बढाई,बढा
बर्दाश्त,बर्दाशत
दफ्तरों,दफ्तर
सबकी,सब
पकौड़ा,पकौडा
बँटा,बँट
सुअरों,सुअर
जानती,जान
मेरा,मैं
रहेंगे,रह
संगीतकारों,संगीतकार
"२२,०००",२२०००
उद्देश्यों,उद्देश्य
विस्फ़ोट,विस्फोट
छापामारों,छापामार
उठाना,उठा
मांगने,मांग
भिजवाए,भिजवा
क्लीनिकों,क्लीनिक
चढ़कर,चढ
पडेगा,पड़
दिलों,दिल
उलटपुलटकर,उलटपुलट
बंधकों,बंधक
तख्तियों,तख्ती
मैदानों,मैदान
हारी,हार
घाटों,घाट
देखेंगी,देख
सौंपेंगे,सौंप
वर्षों,वर्ष
कागजातों,कागजात
"100,000",100000
उमड़ा,उमड
उपहारों,उपहार
जाय,जा
"२,५००",२५००
हथियारों,हथियार
लिखित,लिख
लदे,लद
चाटनी,चाट
तलाशते,तलाश
ग़ैर,गैर
किये,कर
आंतकियों,आंतकी
चलता,चल
दर्शनों,दर्शन
हों,है
लेंगें,ले
अपनानी,अपना
मिलेंगे,मिल
मांगे,मांग
सड़क,सडक
निर्देशों,निर्देश
निहारने,निहार
एस.,एस
ज़ाहिर,जाहिर
भोगियों,भोगी
हेलीकॉप्टर्स,हेलीकॉप्टर
मनाते,मना
अनियमितताओं,अनियमितता
बारीकियों,बारीकी
मुक़ाबला,मुकाबला
निपटाया,निपटा
पाता,पा
आँकड़ा,आँकडा
खिली,खिल
इजाज़त,इजाजत
लुढ़ककर,लुढक
रहेंगी,रह
जमने,जम
दिखता,दिख
बढ़ती,बढ़
नाक़ामयाब,नाकामयाब
रहूंगी,रह
कराएगें,करा
चिल्लाना,चिल्ला
मूर्तियाँ,मूर्ति
स्कूल्स,स्कूल
ठुकराए,ठुकरा
उद्धधाटन,उद्घाटन
किसानों,किसान
अफ़ग़ान,अफगान
छोड़कर,छोड
चुकाना,चुका
कब्रों,कब्र
मंगवाया,मंगवा
देशवासियों,देशवासी
जोड़ना,जोड़
ताकतें,ताकत
तोड़कर,तोड़
शिवजी,शिव
गोलियां,गोली
लगाए,लगा
सोने,सो
चैंबरों,चैंबर
जड़ें,जड
लिया,ले
लेगी,ले
बढ़ी,बढ़
बनवाने,बनवा
केन्द्र,केंद्र
पीटकर,पीट
मरीजों,मरीज
पाकर,पा
सकेंगे,सक
सूत्रों,सूत्र
सांसे,सांस
चीनियों,चीनी
बांहों,बांह
गूढ़,गूढ
रणनीतियों,रणनीति
रियायतें,रियायत
छोड़ा,छोड
ढ़ाई,ढाई
मतपेटियों,मतपेटी
उपक्रमों,उपक्रम
करतीं,कर
अंडों,अंडा
जमाया,जमा
दिखाना,दिखा
संचालकों,संचालक
तकनीकों,तकनीक
आंदोलनकारियों,आंदोलनकारी
जाया,जा
ठहरना,ठहर
रेंगते,रेंग
जुटे,जुट
अदालतें,अदालत
हलकों,हलका
संपत्तियों,संपत्ति
बजाकर,बजा
गोलियाँ,गोली
संस,सन
लेते,ले
बिवरेजेज,बिवरेज
अखाड़े,अखाडा
उगलने,उगल
भीड़भाड़,भीडभाड
लड़ाकू,लडाका
फंसने,फँस
उड़ने,उड़
जताया,जता
करती,कर
प्रणालियां,प्रणाली
जख्मों,जख्म
आए,आ
सीखते,सीख
गढ़,गढ
राजघरानों,राजघराना
लटकाए,लटका
फंसा,फँस
दीवारों,दीवार
उठेगा,उठ
"९,५००",९५००
आती,आ
गिरफ़्तार,गिरफ्तार
एसोसिएशनों,एसोसिएशन
बादलों,बादल
सकती,सक
"१,६००",१६००
दिल्लीवासियों,दिल्लीवासी
टकरायी,टकरा
देंगी,दे
गुजरेगा,गुजर
जिस,जो
निभाने,निभा
खेमों,खेमा
पहनेंगी,पहन
हराने,हरा
उद्योगों,उद्योग
संबंधों,संबंध
खोजों,खोज
सहेंगे,सह
आएं,आ
चली,चल
ग्लोबेट्यूड्स,ग्लोबेट्यूड
उठेंगे,उठ
पीड़ित,पीडित
रहेगी,रह
बिताने,बिता
तेज़ी,तेजी
जोड़कर,जोड
गड़बड़ियों,गडबडी
अदालतों,अदालत
गिरे,गिर
भगाए,भगा
हथियाना,हथिया
बढ़ने,बढ
पाने,पा
मैप्स,मैप
जिम्मेदारियों,जिम्मेदारी
निष्ठाओं,निष्ठा
आये,आ
पहनाने,पहना
खुला,खुल
जानकारियों,जानकारी
आकाओं,आका
सुंदरियों,सुंदरी
जमाकर्ताओं,जमाकर्ता
बरपाया,बरपा
रहे,रह
लेना,ले
भुलाया,भुला
उठने,उठ
छेड़ा,छेड़
दिखाते,दिखा
अड़ंगा,अडंगा
सफ़ल,सफल
बाध्यताओं,बाध्यता
सकी,सक
अफ़सोस,अफसोस
कराने,करा
बोलना,बोल
सुझावों,सुझाव
लगतीं,लग
दर्शाया,दर्शा
उड़ाई,उड़ा
घरानों,घराना
अठखेलियों,अठखेली
माताएं,माता
जिन,जो
टकराई,टकरा
रैकेटों,रैकेट
क़रार,करार
रुकवाई,रुकवा
लाई,ला
भिड़ना,भिड़
स्वीकारते,स्वीकार
उड़ाना,उडा
उतरा,उतर
डरा,डर
रोका,रोक
दबाने,दबा
सबका,सब
हेलीकॉप्टरों,हेलीकॉप्टर
दौड़े,दौड़
दरें,दर
नृत्‍य,नृत्य
छिपाने,छिपा
प्रतियां,प्रति
जाता,जा
सकें,सक
कदमों,कदम
बिखेरने,बिखेर
बनवाकर,बनवा
पूछने,पूछ
फर्मों,फर्म
अवधियों,अवधि
अपनाया,अपना
जगाई,जगा
लौटे,लौट
बोलती,बोल
प्रतिष्ठानों,प्रतिष्ठान
फटने,फट
भेजे,भेज
संवेदनाएं,संवेदना
मिलेगा,मिल
सुलझाई,सुलझा
हिचकते,हिचक
कणों,कण
रूकने,रूक
धोना,धो
संपत्तियों,संपत्ती
टेंडरों,टेंडर
हालात,हालत
लिखी,लिख
सौन्दर्य,सौंदर्य
नतीजों,नतीजा
साहबों,साहब
बैठती,बैठ
गुटों,गुट
दफनाए,दफना
बुज़ुर्ग,बुजुर्ग
जाती,जा
करवाई,करवा
टिकी,टिक
जाएँगीं,जा
बनाने,बना
समझाया,समझा
जानें,जान
पकड़ती,पकड
सूरतवासियों,सूरतवासी
तैयारियां,तैयारी
पाँचों,पाँच
रहते,रह
पड़ताल,पडताल
जायेंगे,जा
गुजारी,गुजार
कार्डों,कार्ड
सजने,सज
छाई,छा
मिलाने,मिला
ढोने,ढो
यंगस्टर्स,यंगस्टर
कराती,करा
दादासाहेब,दादासेहब
पहनकर,पहन
दोनों,दो
उपजी,उपज
पद्धतियों,पद्धति
सालों,साल
तर्कों,तर्क
गुज़रते,गुजर
कृत्यों,कृत्य
पद्धतिओं,पद्धति
बर्फ़,बर्फ
पढ़ते,पढ़
कद्दारों,कद्दार
कराए,करा
सोते,सो
तराशा,तराश
हकीमों,हकीम
पीड़ितों,पीड़ित
समर्थकों,समर्थक
लेखों,लेखा
क्षेत्राधिकारियों,क्षेत्राधिकारी
बोलकर,बोल
सेलेब्रिटिज,सेलेब्रिटी
नौसैनिकों,नौसैनिक
घुसपैठियों,घुसपैठ
जवानों,जवान
समापन्न,समापन
"३,७०१",३७०१
रोगियों,रोगी
ढूंढा,ढूंढ
सुधारने,सुधार
फटते,फट
राज्यपालों,राज्यपाल
बचाए,बचा
अधीनस्थों,अधीनस्थ
पीड़ा,पीडा
बताए,बता
ढूंढने,ढूंढ
माने,मान
होंगे,हो
धूलकणों,धूलकण
धमकियों,धमकी
आयुक्तों,आयुक्त
बड़ों,बड़ा
बिठाने,बिठा
करो,कर
टिकटों,टिकट
गिराने,गिरा
मासूमों,मासूम
मज़बूत,मजबूत
४.११,४.१
दागे,दाग
बैठकें,बैठक
संजोए,संजो
कहीं,कह
आवासों,आवास
अटकने,अटक
स्वयंनिर्मित,स्वयं
बोलने,बोल
मारी,मार
प्रार्थनाएं,प्रार्थना
तोड़ा,तोड़
चम्पा,चंपा
तड़के,तडके
बर्नरों,बर्नर
डरने,डर
भरकर,भर
अजीज़,अजीज
दिखाने,दिखा
क़ीमत,कीमत
धरी,धर
टांगे,टांग
बिना,बिन
आंसुओं,आंसू
पदार्थों,पदार्थ
इस्तीफ़े,इस्तीफा
खींचेगा,खींच
छुड़वाया,छुड़वा
स्मारकों,स्मारक
प्रदर्शनों,प्रदर्शन
तक़नीकी,तकनीकी
किसने,कौन
प्रत्यारोपों,प्रत्यारोप
जाने,जान
मिलों,मिल
विस्फ़ोटों,विस्फोट
निभाता,निभा
सिंह,सह
बजाए,बजा
छपने,छप
कराये,करा
पड़ता,पड़
नमाजियों,नमाजी
काफ़ी,काफी
लेटे,लेट
बाधाएं,बाधा
क़दम,कदम
जुड़े,जुड
विषयों,विषय
वसूला,वसूल
गुजरते,गुजर
मुद्राएं,मुद्रा
आना,आ
जिम्मेदारियां,जिम्मेदारी
बैठे,बैठ
क़वायद,कवायद
लेता,ले
चलानी,चला
लूटी,लूट
माँसपेशियों,माँसपेशी
उद्यमों,उद्यम
सरकते,सरक
कहूंगा,कह
लाभों,लाभ
बैठकों,बैठक
बरसाईं,बरसा
बिगाड़,बिगाड
निकला,निकल
प्रदेशों,प्रदेश
बसाने,बसा
काटते,काट
तिब्बतियों,तिब्बति
आईं,आ
रुकती,रुक
बढ़ाये,बढ़ा
हाईलैंड्स,हाईलैंड
समझना,समझ
सेवाएँ,सेवा
पीटा,पीट
कृष्‍ण,कृष्ण
प्रतिमाएँ,प्रतिमा
लुभाने,लुभा
झुकाने,झुका
प्रक्रियाओं,प्रक्रिया
वासियों,वासी
अभिनेताओं,अभिनेता
स्टडीज,स्टडी
युद्घपोतों,युद्घपोत
धरे,धर
पंचायतें,पंचायत
बोतलें,बोतल
मुड़कर,मुड़
संतों,संत
अंचलों,अंचल
उठाते,उठा
"१,२७,५११",१२७५११
चिंताओं,चिंता
झलकियां,झलकी
भेजती,भेज
थमाकर,थमा
करेगा,कर
अड्डों,अड्डा
जताते,जता
मिलते,मिल
ढके,ढक
भारतीयों,भारतीय
जूझने,जूझ
रुकने,रुक
इकाइयां,इकाई
मांगी,मांग
याचियों,याची
देशों,देश
खोजते,खोज
जुड़ा,जुड
बिठाना,बिठा
मैगज़ीन,मैगजीन
नंबरों,नंबर
बढ़ाए,बढ़ा
जुड़,जुड
खिलाकर,खिला
शेयरों,शेयर
महीनों,महीना
सेवाएं,सेवा
दागा,दाग
उपद्रवियों,उपद्रवी
पहुँचना,पहुँच
पड़ी,पड़
काटना,काट
हज़रत,हजरत
कराना,कर
तारों,तार
जानतीं,जान
फैला,फैल
अड़ियल,अडियल
अफसरों,अफसर
सुलझाने,सुलाझा
ज्यादतियों,ज्यादती
फ़िलहाल,फिलहाल
बहादुरों,बहादुर
"२,६००",२६००
मिलता,मिल
बजे,बज
सुलझाने,सुलझा
बचाकर,बचा
जुटा,जुट
निपटने,निपट
पूछे,पूछ
नहाया,नहा
दवाइयां,दवाई
फोड़े,फोड़
दर्शाता,दर्शा
वाहनों,वाहन
लड़कियों,लड़की
क़ाफ़ी,काफी
पूर्ववर्ती,पूर्ववती
दीं,दे
कराएगा,करा
हथौड़ों,हथौडा
उल्टियाँ,उल्टी
आंकडों,आंकड
अड़चनें,अडचन
जनजातियों,जनजाति
पिछड़ापन,पिछडापन
कपड़े,कपडा
खोएं,खो
किस्तों,किस्त
फोड़ा,फोड़
तोड़कर,तोड
याचिकाकर्ताओं,याचिकाकर्ता
उतारना,उतार
देखे,देख
सामग्रियों,सामग्री
बढ़ाकर,बढा
नकाबपोशों,नकाबपोश
बिल्डिंगों,बिल्डिंग
साइटों,साइट
ब्लेंडर्स,ब्लेंडर
सभी,से
इरादों,इरादा
परमाणुओं,परमाणु
दिलाते,दिला
शिक्षाकर्मियों,शिक्षाकर्मी
जताई,जता
बेजोड़,बेजोड
कराएगी,करा
हवाईअड्डों,हवाईअड्डा
विद्यालयों,विद्यालय
तराशकर,तराश
गिराया,गिरा
अखबारों,अखबार
जिनमें,जो
राज्यों,राज्य
चमकती,चमक
छोड़ते,छोड़
कमाने,कमा
इस्तीफों,इस्तीफा
खामियां,खामी
दस्तावेज़ों,दस्तावेज
खबरों,खबर
कट्टरपंथियों,कट्टरपंथी
तरीकों,तरीका
छाया,छा
बचाने,बचा
गिनाए,गिना
बरतें,बरत
वस्तुओं,वस्तु
बंदूकें,बंदूक
शिविरों,शिविर
हमारी,हम
अखाड़ा,अखाडा
आँखों,आँख
बचा,बच
छिड़ेगा,छिड
विसंगतियाँ,विसंगति
उद्घधाटन,उद्घाटन
महिलाएं,महिला
अध्यक्षों,अध्यक्ष
भावनाओं,भावना
"१,२७,३५७",१२७३५७
पढ़ा,पढ़
गुफाएँ,गुफा
खुलवाए,खुलवा
उठतीं,उठ
लें,ले
लगा,लग
मंगवाए,मंगवा
करवाना,करवा
वालों,वाला
कॉलेजों,कॉलेज
स्‍पोर्टस,स्पोर्ट
ज़्यादा,ज्यादा
बनी,बन
ज़बरदस्त,जबरदस्त
क़ायम,कायम
ह़क़,हक
पंहुची,पंहुच
किसका,कौन
सीटें,सीट
कॉर्डिनल्स,कॉर्डिनल
उद्यमियों,उद्यमी
खोजने,खोज
उबरना,उबर
पहुँचाना,पहुँचा
इतिहासविदों,इतिहासविद
चौकियों,चौकी
अच्‍छा,अच्छा
घुटनों,घुटना
तूफ़ान,तूफान
रहें,रह
पृष्ठों,पृष्ठ
थीं,था
भावनाएं,भावना
ऋणों,ऋण
जमीनें,जमीन
घूमकर,घूम
तलाशी,तलाश
रूका,रूक
भविष्यवाणियां,भविष्यवाणी
मंडराने,मंडरा
घसीटना,घसीट
चिल्लाती,चिल्ला
समझने,समझ
"१३,७००",१३७००
"१०,०००",१०
कैदियों,कैदी
इशारों,इशारा
मनचलों,मनचला
लड़ने,लड
छोड़ेंगे,छोड़
बैठीं,बैठ
रोकें,रोक
भड़काने,भडका
नौकाएं,नौका
उत्तराधिकारियों,उत्तराधिकारी
घुसी,घुस
अठखेलियाँ,अठखेली
विशिष्‍ट,विशिष्ट
जानकारों,जानकार
पहुंचाने,पहुंचा
मकानों,मकान
पहनने,पहन
दौड़ते,दौड़
चढ़ाने,चढ़ा
कथाएँ,कथा
पाएंगी,पा
गांवों,गांव
करवाने,करवा
मुआवज़े,मुआवजा
लगाइएगा,लगा
मोर्चों,मोर्चा
लगाइये,लगा
कुर्सियों,कुर्सी
मुलाजिमों,मुलाजिम
बेशक़,बेशक
बुलाएं,बुला
जुड़ी,जुड
खोजे,खोज
जिन्हें,जो
टीमें,टीम
रेलयात्रियों,रेलयात्री
भाईयों,भाई
सोहार्द्र,सोहार्द
ड्राफ़्ट,ड्राफ्ट
पड़ा,पड
चौड़े,चौडा
ढाला,ढाल
भुलाकर,भुला
समीकरणों,समीकरण
पड़ोसियों,पड़ोसी
मुश्किलों,मुश्किल
होंगी,हो
लिखे,लिख
पाण्डेय,पांडेय
तीनों,तीन
बदली,बदल
खानी,खा
भेजने,भेज
प्रतिभागियों,प्रतिभागी
हटाया,हटा
सड़कों,सड़क
हटाए,हटा
जानने,जा
मैंने,मै
सामानों,सामान
गुजरा,गुजर
पेसरों,पेसर
जानकर,जान
पुरुषों,पुरुष
बरसानी,बरसा
दुलारने,दुलार
चाटुकारों,चाटुकार
हटकर,हट
पंचकेदारों,पंचकेदार
बसे,बस
सुलझने,सुलझ
वार्डो,वार्ड
पंजाबियों,पंजाबी
ह़लफ़नामा,हलफनामा
गलने,गल
गिरकर,गिर
गुजरेंगे,गुजर
लायीं,ला
बग़ैर,बगैर
गार्डों,गार्ड
गवाया,गवा
निर्माताओं,निर्माता
छेड़,छेड
तौलने,तौल
ख़बर,खबर
मुगलों,मुगल
झटकों,झटका
सुधारें,सुधार
जानकारियां,जानकारी
आंखों,आंख
छुट्टियों,छुट्टी
सेनाओं,सेना
परोसने,परोस
रहेगा,रह
फायदों,फायदा
सम्पन्न,संपन्न
हुआ,हो
महानगरों,महानगर
करेगी,कर
रिपोर्टरों,रिपोर्टर
छुड़वाए,छुडवा
विभूतियों,विभूति
बमों,बम
जटिलताओं,जटिलता
डिज़ाइन,डिजाइन
मुल्कों,मुल्क
दौरों,दौर
उपभोक्ताओं,उपभोक्ता
ट्रेडर्स,ट्रेडर
चलें,चल
मारने,मार
तलाशने,तलाश
लिखने,लिख
शोधों,शोध
बिछाई,बिछा
लक्ष्यों,लक्ष्य
"४०,०००",४००००
रहो,रह
भरे,भर
पहचाने,पहचान
बाबुओं,बाबू
फिल्‍माया,फिल्‍मा
तालाबों,तालाब
नम्बर,नंबर
जनरलों,जनरल
जाएगीं,जा
करके,कर
तोड़ा,तोड
छूने,छू
झेलना,झेल
रची,रच
सालों,साला
लादने,लाद
सवारियों,सवारी
बजी,बज
पौधों,पौध
सड़कें,सड़क
स्तूपों,स्तूप
बरक़रार,बरकरार
खरीदा,खरीद
होते,हो
लपेटकर,लपेट
बताकर,बता
गुजरती,गुजर
खुले,खुल
थमने,थम
मनाएगा,मना
खर्चों,खर्च
सुधारना,सुधार
ख़रीदारी,खरीदारी
लड़ेंगे,लड़
मिलनी,मिल
कटा,कट
टूटे,टूट
भरना,भर
होंगें,हो
बिगड़ने,बिगड
डुबाने,डुबा
सभी,सब
बढ़कर,बढ़
जुटाकर,जुटा
बचे,बच
बनाने,बन
ढेरों,ढेर
थोड़ा,थोडा
पदाधिकारियों,पदाधिकारी
अपीलों,अपील
बेरोज़गार,बेरोजगार
केमिकल्स,केमिकल
चुकीं,चुक
पांचों,पांच
ताज़ा,ताजा
जाइए,जा
पूछा,पूछ
राशियों,राशि
"6,500",6500
बिछुड़ी,बिछुड
कसने,कस
छिड़ी,छिड़
गानों,गाना
सकूं,सक
फसलें,फसल
छोड़े,छोड़
वांछितों,वांछित
निभाते,निभा
कराते,करा
खड़े,खडा
सम्बोधित,संबोधित
नरकंकालों,नरकंकाल
मनोवैज्ञानिकों,मनोवैज्ञानिक
नहाए,नहा
छुट्टियाँ,छुट्टी
आंकड़ों,आंकड़ा
सुनकर,सुन
नजरें,नजर
छपे,छप
बाँधकर,बाँध
मुझसे,मैं
चलाना,चला
ए.डबल्यू.डबल्यू.ए.,ए.डबल्यू.डबल्यू.ए
देनेवाले,दे
कश्मीर,कशमीर
उमड़ी,उमड
खुलवाकर,खुल
कमांडरों,कमांडर
डी.,डी
मुख्यमंत्रियों,मुख्यमंत्री
उकेरा,उकेर
निविदाओं,निविदा
जेलकर्मियों,जेलकर्मी
किसकी,कौन
भागना,भाग
पिलाई,पिला
भंडाफोड़,भंडाफोड
छोड़,छोड
गड़बड़ी,गडबडी
खड़कने,खड़क
मुआवज़ा,मुआवजा
उभरेगी,उभर
कार्यकर्ताओं,कार्यकर्ता
इमारतों,इमारत
किमी.,किमी
ग्राहकों,ग्राहक
सम्मेलनों,सम्मेलन
गड़ाए,गड़ा
पहुंचता,पहुंच
कक्षाओं,कक्षा
थपथपाते,थपथपा
कंपनियों,कंपनी
जानी,जा
ज़रूरत,जरूरत
मचाई,मचा
दिखाता,दिखा
सुलझाना,सुलझा
जनसभाएं,जनसभा
मची,मच
रक़म,रकम
झड़प,झडप
बढ़े,बढ
बजाने,बजा
अंगों,अंग
बताया,बता
खोलने,खोल
गुज़ारिश,गुजारिश
रोको,रोक
स्टूडेंट्स,स्टूडेंट
टूटकर,टूट
बढ़ाते,बढा
निदेशकों,निदेशक
टेके,टेक
कॉलेजेस,कॉलेज
हेलिकॉप्टरों,हेलिकॉप्टर
लगता,लग
दीवारें,दीवार
आयवर्गवालों,आयवर्गवाला
संघों,संघ
महिलाओं,महिला
बख्श्ते,बख्श
अलापा,अलाप
लगेगा,लग
धमकियां,धमकी
उतारेंगी,उतार
गूंजने,गूंज
लड़ाकों,लड़ाका
स्वयंसेवियों,स्वयंसेवी
कुम्हारों,कुम्हार
डराने,डरा
निभाना,निभा
कार्यस्थलों,कार्यस्थल
जायेगा,जा
प्रचारकों,प्रचारक
वादियाँ,वादी
शिष्यों,शिष्य
सड़कों,सडक
बिगड़नी,बिगड
राइड्स,राइड
खींचते,खींच
नकारने,नकार
कस्बों,कस्बा
फहराने,फहरा
खाएँ,खा
हस्तियों,हस्ती
तस्वीरों,तस्वीर
चढ़े,चढ
जातियों,जाति
अभियानों,अभियान
उड़ानों,उडान
समझा,समझ
अपहरणकर्ताओं,अपहरणकर्ता
"५०,०००",५००००
भुनाएगी,भुना
अजूबों,अजूबा
हराया,हरा
संबंधियों,संबंधी
श्रेयस्‍कर,श्रेयस्
लौटा,लौट
दृश्यों,दृश्य
जगी,जग
तस्वीरें,तस्वीर
लड़ाई,लडाई
बाजारों,बाजार
"८०,०००",८००००
चाहतीं,चाह
सलाखों,सलाख
पढ़ता,पढ
बेड़े,बेडा
अंतरिक्षयात्रियों,अंतरिक्षयात्री
जुड़ने,जुड़
खटखटाएंगे,खटखटा
सदस्यों,सदस्य
पदार्थो,पदार्थ
परिंदों,परिंदा
सूझी,सूझ
डिब्बों,डिब्बा
बचाओ,बचा
किताबें,किताब
बनायी,बना
दिहाड़ीदारों,दिहाड़ीदार
जानकारियाँ,जानकारी
लगाएगी,लगा
संभालेंगे,संभाल
चुनी,चुन
जमा,जम
वकीलों,वकील
कबूलने,कबूल
सुधरेंगे,सुधर
काटे,काट
"१८,७४०",१८७४०
चाहा,चाह
बदलवा,बदल
छोड़ूंगा,छोड़
मिलना,मिल
हटी,हट
अरबियों,अरबी
मकबरों,मकबरा
सीरियलों,सीरियल
वोटरों,वोटर
घोषणाएं,घोषणा
माँगा,माँग
पहुँचेगा,पहुँच
कार्रवाईयों,कार्रवाई
स्थानों,स्थान
भेजा,भेज
मानदंडो,मानदंड
आनी,आ
अंशों,अंश
ज्योतिषियों,ज्योतिषी
उठाएगा,उठा
खिलाड़ियों,खिलाडी
अधीक्षकों,अधीक्षक
सुझाए,सुझा
संभावनाएं,संभावना
चलेगी,चल
चाहता,चाह
राजभवनों,राजभवन
खाइयों,खाई
चिड़ियों,चिड़िया
करवाता,कर
देतीं,दे
छूटे,छूट
मंगाकर,मंगा
जरूरतमंदों,जरूरतमंद
प्रयासों,प्रयास
उतरते,उतर
रसीदें,रसीद
पांचवीं,पांचवा
काटकर,काट
बोलीं,बोल
करवाएंगे,कर
देना,दे
